vm_id,cpu_cores,ram,bandwidth_req,net_1_load,net_1_latency,net_1_bandwidth_avail,net_2_load,net_2_latency,net_2_bandwidth_avail,net_3_load,net_3_latency,net_3_bandwidth_avail,net_4_load,net_4_latency,net_4_bandwidth_avail,net_5_load,net_5_latency,net_5_bandwidth_avail,net_6_load,net_6_latency,net_6_bandwidth_avail,net_7_load,net_7_latency,net_7_bandwidth_avail,net_8_load,net_8_latency,net_8_bandwidth_avail,net_9_load,net_9_latency,net_9_bandwidth_avail,net_10_load,net_10_latency,net_10_bandwidth_avail,net_11_load,net_11_latency,net_11_bandwidth_avail,net_12_load,net_12_latency,net_12_bandwidth_avail,net_13_load,net_13_latency,net_13_bandwidth_avail,net_14_load,net_14_latency,net_14_bandwidth_avail,net_15_load,net_15_latency,net_15_bandwidth_avail,net_16_load,net_16_latency,net_16_bandwidth_avail,net_17_load,net_17_latency,net_17_bandwidth_avail,net_18_load,net_18_latency,net_18_bandwidth_avail,net_19_load,net_19_latency,net_19_bandwidth_avail,net_20_load,net_20_latency,net_20_bandwidth_avail,label_network_id,task_completion_time,throughput_achieved,task_type
823,1,512,149,0.50,12.44,1179,0.02,5.28,1016,0.39,10.89,920,0.19,7.88,1125,0.31,9.63,870,0.06,10.86,1062,0.60,18.96,872,0.08,11.17,1099,0.27,14.09,1052,0.50,17.48,1002,0.21,13.19,1009,0.45,16.72,1128,0.29,14.30,1131,0.23,13.50,1040,0.38,15.71,1183,0.42,26.32,1089,0.48,27.18,805,0.01,20.20,979,0.50,27.45,999,0.04,20.63,819,2,150.00,133.11,mixed
825,2,2048,278,0.36,10.40,1029,0.46,11.86,876,0.05,5.68,1171,0.03,5.43,1102,0.05,5.78,1185,0.19,12.83,1123,0.11,11.67,1142,0.01,10.10,888,0.10,11.56,931,0.51,17.72,920,0.22,13.32,949,0.20,12.96,1121,0.05,10.73,812,0.24,13.61,1044,0.15,12.18,880,0.04,20.58,1038,0.55,28.26,1045,0.19,22.79,1106,0.58,28.68,896,0.18,22.65,918,8,25.00,257.76,io_bound
826,1,512,128,0.05,5.75,777,0.32,9.86,916,0.26,8.86,1135,0.35,10.28,864,0.56,13.39,1013,0.27,14.02,1125,0.21,13.13,831,0.45,16.69,1193,0.56,18.45,1110,0.56,18.45,1133,0.04,10.54,1095,0.08,11.21,977,0.33,14.98,1051,0.57,18.49,1150,0.16,12.46,1138,0.44,26.61,908,0.04,20.55,955,0.44,26.59,1005,0.19,22.79,838,0.37,25.56,1041,1,150.00,121.61,mixed
827,2,1024,161,0.00,5.06,987,0.21,8.19,918,0.34,10.13,1088,0.28,9.18,949,0.41,11.13,1029,0.42,16.26,914,0.05,10.73,1105,0.11,11.70,1073,0.38,15.77,1009,0.44,16.58,855,0.06,10.86,912,0.36,15.46,814,0.28,14.14,977,0.21,13.20,1154,0.12,11.87,1094,0.52,27.76,814,0.58,28.66,949,0.46,26.85,1034,0.07,21.11,821,0.31,24.58,1002,1,25.00,145.06,io_bound
829,2,512,204,0.02,5.37,910,0.22,8.33,1101,0.27,9.07,999,0.32,9.76,974,0.30,9.45,1163,0.47,17.01,1077,0.13,11.94,1015,0.03,10.48,1031,0.35,15.28,864,0.24,13.61,983,0.36,15.37,1061,0.31,14.59,971,0.05,10.73,949,0.00,10.03,854,0.04,10.57,1092,0.32,24.78,826,0.49,27.31,908,0.28,24.19,942,0.05,20.76,847,0.21,23.08,914,14,5.00,193.75,cpu_bound
830,2,1024,248,0.28,9.15,987,0.16,7.42,1179,0.39,10.87,981,0.33,10.00,1049,0.24,8.65,866,0.15,12.30,1094,0.14,12.07,930,0.22,13.32,872,0.16,12.36,1122,0.59,18.88,1018,0.09,11.29,1136,0.07,11.00,1047,0.03,10.39,613,0.12,11.82,835,0.09,11.38,1006,0.59,28.89,963,0.19,22.81,834,0.45,26.70,848,0.38,25.64,1156,0.38,25.65,1156,13,25.00,228.56,io_bound
831,1,2048,208,0.53,12.90,972,0.37,10.48,943,0.43,11.43,837,0.49,12.33,946,0.06,5.87,1144,0.02,10.23,723,0.17,12.57,1170,0.44,16.60,991,0.59,18.90,838,0.43,16.50,1030,0.53,17.94,870,0.13,11.98,1037,0.42,16.29,904,0.48,17.14,1027,0.57,18.53,1125,0.27,24.04,1050,0.08,21.13,1129,0.06,20.89,1051,0.31,24.60,981,0.40,25.98,1130,6,150.00,202.37,mixed
832,1,1024,223,0.19,7.88,865,0.15,7.28,999,0.32,9.73,1152,0.34,10.06,1019,0.40,11.02,1185,0.44,16.63,939,0.37,15.54,913,0.24,13.62,995,0.03,10.52,943,0.31,14.67,867,0.41,16.10,1005,0.15,12.32,1039,0.30,14.55,1180,0.31,14.64,1034,0.58,18.76,936,0.49,27.33,1153,0.49,27.34,985,0.56,28.41,1113,0.39,25.85,977,0.54,28.07,1062,9,10.00,208.05,cpu_bound
833,2,1024,105,0.13,6.91,1130,0.21,8.20,1134,0.05,5.68,975,0.40,11.01,1066,0.31,9.61,912,0.54,18.09,1118,0.18,12.67,1108,0.27,14.08,874,0.12,11.87,1196,0.57,18.58,1131,0.19,12.83,1118,0.00,10.03,892,0.52,17.76,1086,0.27,14.00,907,0.20,12.98,815,0.59,28.78,851,0.38,25.72,1027,0.20,23.02,1073,0.03,20.49,1048,0.39,25.84,815,12,75.00,94.40,mixed
834,1,4096,50,0.44,11.54,1014,0.26,8.92,800,0.32,9.77,872,0.36,10.35,949,0.53,12.97,800,0.50,17.43,1114,0.32,14.74,941,0.02,10.31,778,0.18,12.70,1189,0.42,16.24,1197,0.51,17.60,1143,0.50,17.54,838,0.40,16.03,828,0.37,15.59,817,0.34,15.06,947,0.52,27.84,1037,0.58,28.67,1003,0.51,27.59,1012,0.52,27.86,1068,0.15,22.32,940,8,50.00,44.90,io_bound
836,2,2048,51,0.50,12.57,1172,0.34,10.08,936,0.08,6.22,840,0.20,7.93,1156,0.15,7.21,947,0.16,12.34,951,0.33,14.93,1139,0.57,18.51,811,0.04,10.63,831,0.20,12.98,968,0.47,17.10,958,0.59,18.92,925,0.33,14.90,1148,0.52,17.80,967,0.49,17.35,930,0.02,20.33,839,0.30,24.43,969,0.57,28.54,1094,0.47,27.07,986,0.35,25.21,885,9,5.00,47.23,cpu_bound
839,1,1024,147,0.26,8.88,1082,0.51,12.64,971,0.51,12.70,1105,0.20,8.06,1020,0.13,6.97,811,0.12,11.76,1004,0.51,17.64,858,0.34,15.06,1150,0.34,15.17,965,0.07,11.09,1109,0.27,14.02,905,0.16,12.39,1105,0.04,10.54,780,0.08,11.19,1120,0.30,14.57,1021,0.49,27.40,1019,0.50,27.45,1151,0.54,28.16,1181,0.35,25.24,1109,0.26,23.94,1153,13,150.00,130.56,mixed
840,1,4096,118,0.45,11.71,1161,0.13,7.01,1038,0.57,13.61,841,0.10,6.47,1189,0.07,6.06,1005,0.08,11.15,1062,0.38,15.64,1058,0.57,18.53,1052,0.51,17.64,906,0.59,18.86,916,0.49,17.33,1194,0.45,16.68,1064,0.26,13.86,1102,0.17,12.48,932,0.02,10.29,709,0.04,20.57,1162,0.36,25.41,907,0.16,22.41,1174,0.44,26.61,920,0.34,25.05,1035,15,10.00,109.01,cpu_bound
841,1,2048,210,0.48,12.23,1102,0.53,13.02,802,0.38,10.64,1068,0.13,6.91,964,0.49,12.34,812,0.37,15.55,908,0.46,16.96,1057,0.17,12.59,953,0.56,18.36,812,0.32,14.83,848,0.17,12.53,957,0.17,12.59,834,0.22,13.31,1091,0.43,16.47,997,0.45,16.75,1109,0.11,21.61,1162,0.47,27.00,827,0.57,28.57,858,0.12,21.73,802,0.14,22.14,895,4,50.00,168.91,io_bound
842,1,512,216,0.43,11.38,1060,0.53,12.92,1124,0.54,13.12,1088,0.59,13.79,927,0.53,12.92,830,0.19,12.83,1101,0.38,15.71,1132,0.46,16.90,1107,0.24,13.61,996,0.33,14.89,814,0.30,14.56,867,0.02,10.31,818,0.37,15.49,1000,0.05,10.78,1160,0.06,10.90,1135,0.18,22.67,1020,0.38,25.67,844,0.00,20.02,872,0.29,24.42,1103,0.04,20.56,1135,12,10.00,198.63,cpu_bound
845,2,4096,299,0.05,5.72,1069,0.58,13.77,820,0.09,6.34,964,0.44,11.56,819,0.49,12.38,815,0.22,13.24,1056,0.03,10.42,569,0.45,16.69,1074,0.21,13.17,953,0.12,11.77,1043,0.12,11.73,898,0.26,13.91,829,0.25,13.73,1062,0.18,12.77,838,0.51,17.58,909,0.03,20.39,859,0.44,26.65,1189,0.07,21.05,1174,0.11,21.71,966,0.52,27.85,1166,7,25.00,290.56,io_bound
846,1,1024,283,0.30,9.50,1115,0.27,9.12,1099,0.55,13.20,843,0.17,7.50,1004,0.55,13.25,957,0.49,17.28,861,0.50,17.46,1141,0.57,18.49,1170,0.45,16.80,1185,0.39,15.85,1150,0.30,14.43,884,0.14,12.13,1038,0.05,10.71,799,0.55,18.20,844,0.36,15.42,850,0.43,26.52,985,0.04,20.64,816,0.20,23.06,827,0.53,27.89,960,0.04,20.53,912,13,10.00,246.95,cpu_bound
847,1,512,255,0.15,7.20,1168,0.04,5.57,1048,0.22,8.25,813,0.04,5.53,883,0.48,12.17,1163,0.14,12.14,861,0.36,15.36,1031,0.38,15.72,1054,0.47,17.02,1175,0.59,18.85,1050,0.54,18.04,1087,0.46,16.96,1135,0.60,18.97,1177,0.07,11.12,957,0.48,17.13,1012,0.07,21.10,903,0.18,22.70,1025,0.52,27.82,898,0.35,25.18,958,0.23,23.40,980,4,50.00,234.84,io_bound
849,2,512,178,0.17,7.58,1132,0.53,12.90,832,0.50,12.51,1100,0.32,9.78,824,0.39,10.82,1128,0.02,10.26,650,0.09,11.29,1090,0.20,12.99,1184,0.03,10.52,887,0.34,15.15,1139,0.07,11.06,1115,0.59,18.88,851,0.11,11.60,1054,0.51,17.68,1042,0.10,11.46,863,0.06,20.92,1045,0.24,23.63,857,0.29,24.34,966,0.56,28.44,960,0.45,26.71,1135,6,25.00,163.88,io_bound
850,1,1024,257,0.20,7.94,1014,0.24,8.55,839,0.09,6.38,560,0.23,8.45,866,0.51,12.68,894,0.45,16.79,1079,0.54,18.12,1172,0.17,12.49,830,0.43,16.52,1156,0.44,16.55,992,0.13,11.95,849,0.46,16.84,1190,0.19,12.87,1144,0.33,14.94,993,0.40,16.02,1190,0.09,21.38,935,0.56,28.33,965,0.25,23.71,977,0.57,28.59,892,0.51,27.65,832,3,50.00,225.18,io_bound
854,1,2048,53,0.33,9.93,1117,0.48,12.20,974,0.18,7.73,1143,0.55,13.29,1021,0.46,11.89,812,0.45,16.75,1044,0.29,14.36,1062,0.56,18.37,975,0.51,17.72,815,0.56,18.38,855,0.34,15.07,926,0.59,18.78,866,0.57,18.57,958,0.49,17.31,923,0.49,17.29,1148,0.45,26.73,1046,0.56,28.39,893,0.55,28.27,831,0.52,27.85,1000,0.45,26.75,1173,3,10.00,39.95,cpu_bound
856,1,2048,172,0.12,6.79,1163,0.01,5.09,731,0.33,9.95,1115,0.18,7.64,982,0.18,7.73,944,0.31,14.64,1144,0.44,16.66,1042,0.24,13.54,1124,0.53,17.93,1025,0.38,15.71,953,0.44,16.56,1075,0.01,10.20,1150,0.40,15.94,1103,0.25,13.76,898,0.12,11.77,1171,0.17,22.50,1058,0.42,26.34,1064,0.34,25.17,861,0.29,24.32,1139,0.58,28.66,972,2,150.00,154.20,mixed
857,2,2048,65,0.37,10.59,867,0.17,7.54,1045,0.17,7.56,867,0.06,5.87,1199,0.49,12.42,923,0.38,15.76,877,0.07,11.01,995,0.19,12.92,1092,0.21,13.08,833,0.47,17.03,1151,0.19,12.89,1175,0.30,14.57,916,0.02,10.23,909,0.57,18.51,1192,0.45,16.73,801,0.44,26.53,839,0.26,23.86,883,0.50,27.55,1131,0.16,22.39,1064,0.22,23.27,1069,13,5.00,57.99,cpu_bound
858,2,4096,84,0.15,7.26,1142,0.32,9.83,954,0.48,12.19,1006,0.15,7.25,863,0.22,8.34,993,0.08,11.13,1172,0.32,14.80,1002,0.46,16.91,805,0.07,11.08,1105,0.34,15.11,1171,0.52,17.85,841,0.10,11.56,1131,0.25,13.74,922,0.44,16.61,1068,0.05,10.70,766,0.12,21.78,854,0.19,22.91,1000,0.25,23.80,915,0.01,20.21,878,0.56,28.37,1175,15,5.00,77.74,cpu_bound
862,1,4096,263,0.21,8.22,1050,0.32,9.84,810,0.50,12.50,1111,0.34,10.13,993,0.00,5.00,731,0.27,14.00,1049,0.07,11.04,1025,0.20,12.94,970,0.29,14.32,846,0.36,15.36,1166,0.51,17.69,894,0.47,17.08,855,0.31,14.58,1097,0.47,17.08,1019,0.31,14.63,1182,0.35,25.23,980,0.24,23.54,1158,0.50,27.46,832,0.60,28.98,838,0.16,22.46,1185,5,150.00,259.07,mixed
863,2,2048,171,0.09,6.39,834,0.44,11.64,1195,0.13,6.92,1072,0.58,13.65,1051,0.59,13.92,1116,0.14,12.05,1195,0.41,16.20,868,0.33,14.99,964,0.05,10.80,881,0.59,18.92,1173,0.17,12.48,913,0.49,17.32,935,0.20,12.96,1131,0.20,13.04,966,0.14,12.07,1101,0.58,28.71,1145,0.32,24.73,930,0.01,20.09,887,0.48,27.17,1116,0.15,22.24,1027,18,25.00,165.41,io_bound
866,1,512,139,0.37,10.55,1094,0.31,9.65,964,0.46,11.85,843,0.40,11.05,1117,0.06,5.95,839,0.09,11.37,815,0.17,12.53,1151,0.53,17.89,1010,0.53,17.92,899,0.37,15.62,952,0.50,17.52,1115,0.57,18.61,903,0.06,10.85,915,0.04,10.56,697,0.22,13.27,1086,0.29,24.37,958,0.50,27.43,1149,0.23,23.42,1105,0.14,22.04,891,0.41,26.17,1141,14,50.00,125.76,io_bound
867,1,2048,147,0.04,5.56,925,0.11,6.59,833,0.52,12.84,978,0.34,10.07,1138,0.19,7.92,874,0.31,14.71,862,0.43,16.39,896,0.23,13.49,1078,0.42,16.23,845,0.21,13.17,1134,0.30,14.57,813,0.26,13.97,968,0.36,15.37,809,0.45,16.82,933,0.08,11.26,1133,0.31,24.69,1166,0.37,25.52,927,0.28,24.27,1174,0.51,27.60,929,0.16,22.35,1131,1,10.00,134.97,cpu_bound
870,1,512,166,0.10,6.50,912,0.43,11.43,1078,0.05,5.79,682,0.43,11.47,1020,0.53,12.94,1007,0.16,12.38,1107,0.08,11.24,1111,0.39,15.92,847,0.29,14.28,869,0.07,11.04,1128,0.27,14.09,1041,0.30,14.52,1005,0.60,18.97,1058,0.44,16.57,1006,0.36,15.36,1072,0.48,27.17,1052,0.58,28.73,1013,0.26,23.83,896,0.37,25.56,1086,0.25,23.77,950,3,10.00,153.65,cpu_bound
871,1,2048,170,0.52,12.87,830,0.35,10.32,984,0.03,5.42,779,0.50,12.54,1081,0.25,8.68,1048,0.37,15.55,942,0.40,16.04,930,0.49,17.31,858,0.58,18.67,1179,0.38,15.74,853,0.32,14.76,1118,0.31,14.59,1127,0.11,11.60,804,0.58,18.65,822,0.20,12.94,1183,0.14,22.09,1075,0.14,22.09,852,0.39,25.90,915,0.20,22.97,1036,0.21,23.12,1176,3,50.00,162.98,io_bound
872,2,2048,92,0.55,13.30,838,0.07,6.08,836,0.50,12.50,838,0.59,13.88,1016,0.16,7.42,1003,0.52,17.74,1190,0.48,17.23,918,0.10,11.57,954,0.05,10.78,1058,0.35,15.25,1068,0.13,11.89,1186,0.26,13.90,1000,0.13,11.94,1146,0.02,10.26,982,0.12,11.84,892,0.00,20.00,811,0.05,20.75,932,0.27,23.99,913,0.32,24.74,1114,0.20,23.07,1197,14,75.00,86.60,mixed
874,1,4096,81,0.35,10.18,988,0.12,6.79,954,0.48,12.27,994,0.24,8.55,985,0.22,8.23,873,0.20,13.03,1139,0.15,12.19,1016,0.34,15.05,1120,0.32,14.77,818,0.01,10.20,1001,0.24,13.62,1193,0.02,10.32,870,0.36,15.42,882,0.31,14.71,957,0.51,17.68,1117,0.36,25.36,877,0.45,26.72,920,0.50,27.47,925,0.50,27.49,1166,0.03,20.42,1160,10,150.00,72.88,mixed
875,2,512,97,0.35,10.22,1077,0.48,12.22,1029,0.00,5.01,1052,0.19,7.78,825,0.50,12.44,856,0.02,10.31,1120,0.21,13.21,913,0.05,10.77,910,0.33,14.89,1032,0.15,12.25,1101,0.58,18.65,981,0.43,16.43,895,0.39,15.88,1185,0.52,17.86,1080,0.28,14.25,863,0.27,24.10,886,0.30,24.56,834,0.55,28.28,850,0.12,21.87,885,0.19,22.79,1049,3,5.00,90.72,cpu_bound
876,1,2048,119,0.07,6.02,1033,0.23,8.43,897,0.36,10.40,1054,0.42,11.24,1053,0.15,7.19,837,0.42,16.25,1021,0.56,18.39,895,0.21,13.15,1019,0.13,12.02,862,0.06,10.96,1103,0.14,12.12,909,0.02,10.32,1049,0.12,11.78,1165,0.22,13.28,826,0.54,18.05,881,0.56,28.44,972,0.14,22.10,993,0.17,22.55,1118,0.55,28.25,989,0.60,28.99,841,12,10.00,112.47,cpu_bound
877,2,512,192,0.01,5.11,749,0.23,8.43,887,0.15,7.23,1015,0.43,11.45,914,0.37,10.52,1155,0.16,12.35,845,0.31,14.61,1062,0.53,17.99,1083,0.55,18.20,1142,0.08,11.27,965,0.39,15.86,1156,0.04,10.65,811,0.45,16.76,1122,0.22,13.30,972,0.05,10.73,819,0.07,21.03,1151,0.14,22.06,1138,0.58,28.66,1037,0.30,24.56,802,0.03,20.45,965,1,5.00,180.23,cpu_bound
878,1,2048,262,0.26,8.87,962,0.51,12.68,828,0.42,11.28,1097,0.27,9.03,943,0.59,13.78,1115,0.47,17.12,994,0.25,13.68,1114,0.26,13.95,1075,0.28,14.16,853,0.16,12.47,834,0.24,13.62,819,0.34,15.08,867,0.58,18.74,1115,0.38,15.73,1121,0.37,15.60,1127,0.10,21.54,550,0.15,22.20,1122,0.11,21.68,1164,0.36,25.43,926,0.15,22.26,893,16,50.00,229.30,io_bound
879,1,4096,53,0.02,5.37,990,0.23,8.38,1191,0.41,11.19,1024,0.41,11.21,848,0.47,12.00,1110,0.36,15.45,1147,0.17,12.59,1114,0.33,15.01,1197,0.50,17.45,1135,0.54,18.04,886,0.50,17.49,888,0.47,17.05,971,0.39,15.84,891,0.03,10.47,979,0.37,15.57,844,0.34,25.16,1096,0.30,24.45,827,0.29,24.35,1030,0.23,23.52,1077,0.49,27.32,1128,1,150.00,46.98,mixed
880,1,512,189,0.23,8.40,1177,0.23,8.52,928,0.20,8.01,1065,0.50,12.49,860,0.58,13.75,821,0.07,11.08,841,0.11,11.63,1190,0.52,17.78,1189,0.33,14.93,1112,0.56,18.47,885,0.25,13.78,831,0.28,14.21,1002,0.44,16.59,1126,0.16,12.45,907,0.18,12.71,805,0.02,20.33,898,0.38,25.67,977,0.15,22.20,1138,0.46,26.95,962,0.07,20.99,1161,16,10.00,181.92,cpu_bound
883,1,1024,235,0.41,11.17,1019,0.36,10.34,1003,0.49,12.30,916,0.16,7.47,942,0.11,6.60,1105,0.31,14.72,807,0.48,17.26,955,0.58,18.64,1103,0.35,15.25,809,0.38,15.71,1023,0.25,13.70,1100,0.18,12.76,860,0.45,16.73,994,0.11,11.63,915,0.06,10.83,957,0.50,27.53,1049,0.16,22.35,853,0.51,27.64,905,0.16,22.37,868,0.24,23.65,896,15,50.00,212.39,io_bound
884,2,2048,103,0.29,9.33,1080,0.55,13.30,977,0.21,8.17,1086,0.16,7.38,801,0.43,11.44,1035,0.25,13.75,941,0.16,12.42,984,0.19,12.82,1099,0.22,13.24,805,0.21,13.20,1045,0.33,14.98,850,0.55,18.20,978,0.50,17.51,1013,0.31,14.68,813,0.49,17.35,1020,0.45,26.77,999,0.44,26.53,1065,0.20,22.96,1008,0.26,23.91,963,0.21,23.19,905,4,25.00,79.19,io_bound
886,2,2048,99,0.06,5.91,844,0.24,8.60,1043,0.17,7.53,916,0.21,8.22,1054,0.03,5.48,936,0.23,13.51,968,0.11,11.60,883,0.08,11.20,876,0.33,14.94,850,0.18,12.65,945,0.42,16.27,1026,0.37,15.62,1071,0.46,16.88,900,0.23,13.48,1097,0.05,10.71,1142,0.44,26.62,1123,0.33,24.88,1089,0.26,23.93,1032,0.03,20.41,869,0.49,27.28,1078,5,5.00,94.18,cpu_bound
887,2,512,99,0.44,11.61,880,0.60,13.99,948,0.13,6.99,833,0.55,13.19,1003,0.42,11.34,850,0.27,14.04,1110,0.44,16.54,912,0.11,11.70,897,0.35,15.23,925,0.27,14.01,814,0.50,17.57,1054,0.21,13.16,987,0.23,13.44,813,0.33,14.89,856,0.05,10.68,886,0.48,27.13,804,0.50,27.44,844,0.53,27.92,823,0.17,22.56,979,0.35,25.20,862,15,25.00,91.17,io_bound
889,2,2048,196,0.49,12.32,822,0.35,10.28,1148,0.53,12.94,860,0.59,13.84,1022,0.36,10.34,1095,0.50,17.51,805,0.55,18.18,999,0.20,12.99,667,0.43,16.46,1125,0.42,16.25,1108,0.38,15.71,809,0.46,16.86,879,0.50,17.57,1023,0.55,18.28,824,0.34,15.10,1151,0.40,26.06,851,0.29,24.42,1152,0.30,24.47,1193,0.40,26.02,1015,0.38,25.73,1079,8,25.00,142.85,io_bound
893,1,2048,144,0.07,6.12,919,0.41,11.10,962,0.29,9.31,1037,0.29,9.28,1172,0.12,6.85,1077,0.19,12.79,833,0.04,10.55,941,0.04,10.59,883,0.16,12.42,853,0.13,11.90,1150,0.43,16.47,884,0.44,16.63,1014,0.18,12.65,840,0.37,15.56,807,0.05,10.72,875,0.25,23.81,983,0.31,24.61,1133,0.39,25.84,1098,0.47,27.08,925,0.26,23.87,1178,7,50.00,129.95,io_bound
894,2,1024,163,0.40,10.98,923,0.54,13.03,1181,0.50,12.43,801,0.42,11.29,1160,0.60,13.96,1138,0.35,15.19,1079,0.13,11.95,802,0.12,11.80,1106,0.25,13.74,918,0.29,14.31,868,0.25,13.76,870,0.04,10.56,863,0.04,10.62,992,0.34,15.08,1107,0.40,16.04,1156,0.34,25.09,1118,0.34,25.07,1066,0.30,24.54,917,0.22,23.29,1125,0.44,26.60,862,12,5.00,151.30,cpu_bound
897,1,4096,262,0.08,6.17,1158,0.03,5.39,742,0.25,8.70,983,0.29,9.32,889,0.53,12.97,1068,0.38,15.77,1020,0.30,14.55,1146,0.02,10.31,883,0.11,11.60,842,0.40,16.00,912,0.08,11.14,1154,0.30,14.47,1055,0.12,11.87,876,0.33,14.92,859,0.43,16.44,859,0.28,24.13,1013,0.48,27.26,1138,0.37,25.55,925,0.37,25.54,1185,0.50,27.55,849,2,50.00,232.27,io_bound
898,1,2048,112,0.53,12.91,894,0.46,11.92,963,0.52,12.74,1190,0.50,12.50,885,0.49,12.33,1176,0.20,13.06,1119,0.01,10.08,974,0.18,12.77,1082,0.31,14.68,1195,0.01,10.10,900,0.17,12.54,828,0.00,10.02,801,0.08,11.26,974,0.23,13.42,1028,0.05,10.70,1168,0.28,24.23,958,0.44,26.54,1066,0.13,21.99,967,0.33,24.93,1008,0.01,20.15,1189,12,150.00,110.07,mixed
899,2,4096,266,0.47,11.98,897,0.50,12.56,823,0.56,13.45,1042,0.46,11.84,917,0.47,12.06,1133,0.02,10.24,853,0.45,16.82,1132,0.26,13.97,1181,0.26,13.88,1190,0.23,13.41,817,0.36,15.46,913,0.05,10.72,882,0.40,15.95,801,0.21,13.13,951,0.31,14.72,1194,0.35,25.22,905,0.51,27.65,807,0.42,26.30,961,0.56,28.46,884,0.47,27.09,1162,6,25.00,247.56,io_bound
900,1,512,157,0.33,9.96,1143,0.04,5.59,1097,0.41,11.11,861,0.25,8.75,1125,0.18,7.77,1099,0.05,10.71,1046,0.50,17.46,1012,0.01,10.17,806,0.18,12.65,833,0.10,11.53,842,0.01,10.20,994,0.48,17.22,839,0.03,10.51,855,0.32,14.76,823,0.04,10.67,872,0.15,22.21,1033,0.19,22.89,957,0.09,21.42,1171,0.56,28.42,1060,0.56,28.47,889,8,150.00,146.08,mixed
904,1,2048,125,0.22,8.27,910,0.59,13.81,919,0.49,12.29,1021,0.37,10.59,1045,0.16,7.38,1022,0.28,14.25,834,0.01,10.12,983,0.34,15.03,1110,0.47,17.03,1070,0.08,11.22,1181,0.43,16.39,974,0.32,14.75,833,0.17,12.51,816,0.57,18.51,979,0.41,16.12,1159,0.11,21.59,823,0.56,28.43,1119,0.55,28.27,955,0.45,26.78,930,0.53,27.94,864,7,50.00,113.46,io_bound
908,2,1024,187,0.23,8.47,832,0.27,9.09,1013,0.01,5.14,719,0.52,12.83,1188,0.51,12.65,1186,0.12,11.87,899,0.05,10.74,826,0.02,10.35,907,0.10,11.44,809,0.53,17.95,902,0.43,16.43,981,0.51,17.63,953,0.35,15.22,997,0.07,11.00,851,0.37,15.51,858,0.40,25.98,1053,0.11,21.60,1064,0.33,24.96,830,0.34,25.12,964,0.04,20.60,821,3,75.00,178.66,mixed
909,1,4096,84,0.34,10.14,1122,0.08,6.15,1170,0.26,8.88,906,0.53,12.97,900,0.10,6.43,1082,0.41,16.13,883,0.27,14.10,879,0.33,14.96,932,0.14,12.15,1151,0.34,15.17,1027,0.54,18.17,1154,0.27,13.98,1097,0.01,10.10,806,0.23,13.44,921,0.16,12.37,1017,0.01,20.13,936,0.24,23.63,877,0.03,20.50,836,0.04,20.57,1028,0.37,25.49,857,13,50.00,78.13,io_bound
910,2,1024,152,0.46,11.96,1121,0.25,8.79,1015,0.30,9.50,876,0.09,6.35,1120,0.35,10.29,837,0.27,14.08,906,0.39,15.92,949,0.41,16.08,1017,0.02,10.27,1030,0.12,11.73,810,0.30,14.50,1084,0.02,10.32,1023,0.41,16.10,989,0.51,17.72,842,0.21,13.08,1154,0.52,27.81,1119,0.13,21.98,825,0.55,28.27,966,0.30,24.43,866,0.01,20.22,1186,9,25.00,136.22,io_bound
911,1,1024,193,0.13,7.01,846,0.24,8.64,1050,0.46,11.85,1068,0.04,5.65,953,0.27,9.11,866,0.26,13.84,964,0.10,11.54,955,0.20,12.94,825,0.36,15.45,1129,0.15,12.19,913,0.42,16.30,804,0.51,17.61,926,0.60,18.98,1059,0.60,18.94,1145,0.40,16.06,1018,0.04,20.62,921,0.15,22.21,1137,0.31,24.68,870,0.03,20.44,911,0.14,22.15,1076,4,150.00,174.22,mixed
912,1,512,210,0.21,8.17,819,0.46,11.95,874,0.56,13.47,1192,0.40,11.03,901,0.21,8.10,847,0.24,13.62,1034,0.08,11.17,975,0.21,13.20,1157,0.44,16.66,903,0.47,17.09,1070,0.21,13.08,868,0.44,16.53,1171,0.42,16.34,1109,0.30,14.52,869,0.14,12.10,1014,0.47,26.98,936,0.25,23.73,1051,0.28,24.23,864,0.56,28.40,1003,0.10,21.49,882,7,10.00,192.88,cpu_bound
913,1,4096,295,0.58,13.64,957,0.31,9.60,805,0.59,13.88,883,0.40,11.07,903,0.57,13.58,916,0.01,10.15,819,0.42,16.25,1069,0.24,13.62,1142,0.32,14.77,983,0.33,15.00,997,0.07,11.01,1143,0.30,14.56,1072,0.48,17.21,1177,0.14,12.12,1071,0.55,18.30,1037,0.10,21.54,1035,0.59,28.88,856,0.38,25.66,1177,0.33,24.96,1042,0.58,28.63,934,6,50.00,277.82,io_bound
915,1,4096,98,0.44,11.62,949,0.54,13.06,1032,0.22,8.23,901,0.53,13.00,953,0.49,12.37,893,0.06,10.94,1032,0.09,11.40,991,0.06,10.97,1086,0.18,12.74,1099,0.48,17.20,1129,0.60,18.99,838,0.56,18.43,1088,0.35,15.18,1051,0.38,15.73,1068,0.29,14.41,1184,0.49,27.40,850,0.18,22.64,1126,0.12,21.78,1095,0.29,24.28,868,0.10,21.54,980,6,10.00,88.10,cpu_bound
